Latitude (decimal degrees): 67.554
Longitude (decimal degrees): 133.390
Elevation (m): 141.0
month,year
1,2019
2,2005
3,2016
4,2008
5,2017
6,2010
7,2010
8,2009
9,2008
10,2013
11,2013
12,2017
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20190113:0900,-47.22,65.85,0.0,-0.0,0.0,116.45,0.9,205.0,102126.0
20190113:1000,-47.65,65.95,0.0,-0.0,0.0,106.05,0.9,208.0,102194.0
20190113:1100,-48.24,65.25,0.0,-0.0,0.0,109.5,0.83,212.0,102224.0
20190113:1200,-48.83,64.9,0.0,-0.0,0.0,109.9,0.83,215.0,102224.0
20190113:1300,-49.22,64.95,0.0,-0.0,0.0,109.1,0.76,220.0,102214.0
20190113:1400,-49.56,64.65,0.0,-0.0,0.0,107.95,0.69,221.0,102214.0
20190113:1500,-49.73,64.55,0.0,-0.0,0.0,107.2,0.69,223.0,102185.0
20190113:1600,-49.81,64.6,0.0,-0.0,0.0,105.85,0.69,223.0,102204.0
20190113:1700,-49.83,64.55,0.0,-0.0,0.0,106.05,0.69,224.0,102145.0
20190113:1800,-49.68,64.55,0.0,-0.0,0.0,111.8,0.69,226.0,102165.0
20190113:1900,-50.24,64.55,0.0,-0.0,0.0,103.35,0.97,223.0,102155.0
20190113:2000,-50.6,64.15,0.0,-0.0,0.0,108.55,0.9,225.0,102145.0
20190113:2100,-50.8,64.0,0.0,-0.0,0.0,106.25,0.9,226.0,102155.0
20190113:2200,-50.87,64.0,0.0,-0.0,0.0,107.2,0.9,223.0,102224.0
20190113:2300,-50.9,64.05,0.0,-0.0,0.0,106.25,0.9,220.0,102234.0
20190114:0000,-50.93,64.2,0.0,-0.0,0.0,105.25,0.9,218.0,102194.0
20190114:0100,-50.86,64.4,0.0,-0.0,0.0,106.65,0.97,219.0,102175.0
20190114:0200,-50.82,64.6,0.0,0.0,0.0,105.65,0.97,219.0,102135.0
20190114:0300,-50.64,64.35,4.5,0.0,4.5,105.85,0.97,218.0,102106.0
20190114:0400,-50.35,64.3,6.85,0.0,6.85,106.6,0.97,217.0,102106.0
20190114:0500,-50.31,64.15,0.0,-0.0,0.0,106.6,0.97,212.0,102086.0
20190114:0600,-50.29,64.1,0.0,-0.0,0.0,108.15,0.97,212.0,102086.0
20190114:0700,-50.9,64.1,0.0,-0.0,0.0,102.55,1.03,216.0,102037.0
20190114:0800,-51.0,63.8,0.0,-0.0,0.0,109.7,0.97,220.0,102037.0
20190114:0900,-50.93,64.35,0.0,-0.0,0.0,106.8,0.97,218.0,101998.0
20190114:1000,-50.94,64.3,0.0,-0.0,0.0,103.7,1.03,215.0,102067.0
20190114:1100,-50.88,64.2,0.0,-0.0,0.0,104.7,1.03,212.0,102076.0
20190114:1200,-50.9,64.0,0.0,-0.0,0.0,103.7,1.03,210.0,102067.0
20190114:1300,-50.94,63.4,0.0,-0.0,0.0,104.9,0.97,208.0,102027.0
20190114:1400,-51.02,63.85,0.0,-0.0,0.0,103.9,0.97,209.0,101998.0
20190114:1500,-51.14,63.55,0.0,-0.0,0.0,101.2,0.97,208.0,101958.0
20190114:1600,-51.13,63.4,0.0,-0.0,0.0,102.35,0.97,211.0,101939.0
20190114:1700,-51.21,63.45,0.0,-0.0,0.0,101.0,0.97,212.0,101909.0
20190114:1800,-51.27,63.45,0.0,-0.0,0.0,101.8,0.97,213.0,101899.0
20190114:1900,-51.97,64.1,0.0,-0.0,0.0,99.85,1.1,212.0,101890.0
20190114:2000,-52.27,63.8,0.0,-0.0,0.0,101.6,1.03,213.0,101860.0
20190114:2100,-52.36,63.65,0.0,-0.0,0.0,102.35,0.9,212.0,101860.0
20190114:2200,-52.35,63.75,0.0,-0.0,0.0,99.85,0.9,211.0,101919.0
20190114:2300,-52.27,63.8,0.0,-0.0,0.0,99.85,0.9,209.0,101929.0
20190115:0000,-52.29,63.6,0.0,-0.0,0.0,100.05,0.97,211.0,101949.0
20190115:0100,-52.27,63.85,0.0,-0.0,0.0,101.25,1.03,213.0,101909.0
20190115:0200,-52.2,64.2,0.1,0.0,0.1,100.05,1.1,212.0,101880.0
20190115:0300,-51.78,64.4,5.3,0.0,5.3,99.85,1.1,211.0,101880.0
20190115:0400,-51.4,64.2,7.7,0.0,7.7,99.65,1.03,208.0,101840.0
20190115:0500,-51.32,64.6,0.0,-0.0,0.0,100.25,1.1,203.0,101860.0
20190115:0600,-51.43,64.85,0.0,-0.0,0.0,99.85,1.17,203.0,101870.0
20190115:0700,-51.79,64.0,0.0,-0.0,0.0,99.85,1.38,206.0,101870.0
20190115:0800,-51.9,64.3,0.0,-0.0,0.0,100.45,1.38,208.0,101899.0
20190115:0900,-51.88,64.15,0.0,-0.0,0.0,100.25,1.38,209.0,101890.0
20190115:1000,-51.86,64.2,0.0,-0.0,0.0,99.65,1.38,209.0,101968.0
20190115:1100,-51.79,64.55,0.0,-0.0,0.0,100.45,1.38,204.0,102027.0
20190115:1200,-51.75,64.5,0.0,-0.0,0.0,100.65,1.38,199.0,102008.0
20190115:1300,-51.74,64.15,0.0,-0.0,0.0,100.45,1.38,197.0,101988.0
20190115:1400,-51.71,64.15,0.0,-0.0,0.0,100.85,1.31,196.0,101998.0
20190115:1500,-51.7,64.4,0.0,-0.0,0.0,101.0,1.31,195.0,101978.0
20190115:1600,-51.68,64.65,0.0,-0.0,0.0,101.0,1.24,197.0,101968.0
20190115:1700,-51.63,64.6,0.0,-0.0,0.0,101.4,1.17,199.0,101949.0
20190115:1800,-51.53,64.8,0.0,-0.0,0.0,101.6,1.1,204.0,101929.0
20190115:1900,-51.7,64.35,0.0,-0.0,0.0,101.4,1.38,200.0,101919.0
20190115:2000,-51.79,64.25,0.0,-0.0,0.0,102.55,1.38,200.0,101899.0
20190115:2100,-51.71,64.3,0.0,-0.0,0.0,102.95,1.31,200.0,101880.0
20190115:2200,-51.59,64.5,0.0,-0.0,0.0,103.7,1.24,202.0,102076.0
20190115:2300,-51.46,64.2,0.0,-0.0,0.0,104.7,1.17,201.0,102037.0
20190116:0000,-51.33,64.25,0.0,-0.0,0.0,104.5,1.1,201.0,102057.0
20190116:0100,-51.19,64.3,0.0,-0.0,0.0,104.35,1.1,202.0,101998.0
20190116:0200,-51.05,64.15,0.2,0.0,0.2,104.7,1.1,205.0,101939.0
20190116:0300,-50.69,63.55,6.35,0.0,6.35,105.25,1.1,208.0,101919.0
20190116:0400,-50.27,63.4,8.9,0.0,8.9,105.85,1.03,212.0,101899.0
20190116:0500,-50.13,63.65,0.0,-0.0,0.0,105.85,1.03,210.0,101890.0
20190116:0600,-50.06,63.6,0.0,-0.0,0.0,106.8,1.03,206.0,101890.0
20190116:0700,-50.31,64.95,0.0,-0.0,0.0,105.65,1.17,192.0,101870.0
20190116:0800,-50.44,64.85,0.0,-0.0,0.0,106.8,1.1,199.0,101840.0
20190116:0900,-50.44,64.7,0.0,-0.0,0.0,107.95,1.1,211.0,101831.0
20190116:1000,-50.45,64.25,0.0,-0.0,0.0,107.75,1.1,215.0,102027.0
20190116:1100,-50.36,64.0,0.0,-0.0,0.0,108.15,1.03,212.0,101998.0
20190116:1200,-50.21,63.45,0.0,-0.0,0.0,108.75,1.03,209.0,101988.0
20190116:1300,-50.05,62.95,0.0,-0.0,0.0,109.3,1.03,209.0,101909.0
20190116:1400,-49.87,62.85,0.0,-0.0,0.0,109.7,1.03,212.0,101850.0
20190116:1500,-49.56,61.9,0.0,-0.0,0.0,109.9,0.9,214.0,101811.0
20190116:1600,-49.38,61.45,0.0,-0.0,0.0,110.3,0.9,216.0,101732.0
20190116:1700,-49.28,61.05,0.0,-0.0,0.0,110.65,0.9,220.0,101732.0
20190116:1800,-49.29,61.1,0.0,-0.0,0.0,110.65,0.97,224.0,101644.0
20190116:1900,-49.46,62.65,0.0,-0.0,0.0,109.5,1.03,209.0,101644.0
20190116:2000,-49.65,62.4,0.0,-0.0,0.0,110.3,0.97,212.0,101575.0
20190116:2100,-49.63,62.65,0.0,-0.0,0.0,110.1,0.9,218.0,101536.0
20190116:2200,-49.52,62.4,0.0,-0.0,0.0,110.3,0.83,221.0,101663.0
20190116:2300,-49.46,62.1,0.0,-0.0,0.0,110.85,0.83,222.0,101604.0
20190117:0000,-49.37,62.55,0.0,-0.0,0.0,110.65,0.83,223.0,101565.0
20190117:0100,-49.31,62.7,0.0,-0.0,0.0,111.5,0.83,224.0,101496.0
20190117:0200,-49.26,62.35,0.5,0.0,0.5,112.4,0.83,225.0,101408.0
20190117:0300,-49.02,63.35,7.2,0.0,7.2,113.35,0.83,230.0,101359.0
20190117:0400,-48.63,62.9,9.7,0.0,9.7,112.8,0.83,229.0,101309.0
20190117:0500,-48.47,63.1,0.0,-0.0,0.0,112.8,0.83,227.0,101250.0
20190117:0600,-48.52,63.4,0.0,-0.0,0.0,113.35,0.83,226.0,101211.0
20190117:0700,-49.05,65.15,0.0,-0.0,0.0,110.1,0.83,227.0,101182.0
20190117:0800,-49.47,64.85,0.0,-0.0,0.0,111.8,0.83,229.0,101123.0
20190117:0900,-49.78,64.35,0.0,-0.0,0.0,114.9,0.76,235.0,101113.0
20190117:1000,-49.83,64.65,0.0,-0.0,0.0,112.2,0.76,232.0,101231.0
20190117:1100,-49.59,64.3,0.0,-0.0,0.0,117.8,0.69,232.0,101201.0
20190117:1200,-49.53,64.7,0.0,-0.0,0.0,113.95,0.69,233.0,101172.0
20190117:1300,-49.43,64.45,0.0,-0.0,0.0,115.3,0.76,236.0,101093.0
20190117:1400,-49.3,64.55,0.0,-0.0,0.0,115.1,0.76,236.0,101014.0
20190117:1500,-49.11,64.85,0.0,-0.0,0.0,117.2,0.69,233.0,100985.0
20190117:1600,-49.01,64.6,0.0,-0.0,0.0,115.5,0.76,232.0,100936.0
20190117:1700,-49.05,65.05,0.0,-0.0,0.0,114.15,0.76,231.0,100926.0
20190117:1800,-49.07,64.9,0.0,-0.0,0.0,114.35,0.76,232.0,100896.0
20190117:1900,-49.56,64.85,0.0,-0.0,0.0,112.6,0.83,233.0,100887.0
20190117:2000,-49.78,64.55,0.0,-0.0,0.0,113.35,0.83,234.0,100867.0
20190117:2100,-49.79,64.55,0.0,-0.0,0.0,114.5,0.83,235.0,100867.0
20190117:2200,-49.67,64.15,0.0,-0.0,0.0,114.35,0.9,231.0,101024.0
20190117:2300,-49.41,64.7,0.0,-0.0,0.0,115.3,0.9,228.0,101014.0
20190118:0000,-48.9,64.85,0.0,-0.0,0.0,121.25,0.9,224.0,101034.0
20190118:0100,-48.6,64.75,0.0,-0.0,0.0,118.25,0.9,222.0,101005.0
20190118:0200,-48.43,64.45,0.8,0.0,0.8,114.35,0.97,221.0,100965.0
20190118:0300,-48.04,64.15,8.6,0.0,8.6,115.3,0.97,223.0,100926.0
20190118:0400,-47.56,64.0,11.15,0.0,11.15,115.7,0.97,223.0,100916.0
20190118:0500,-47.42,64.4,0.0,-0.0,0.0,113.95,1.03,222.0,100955.0
20190118:0600,-47.46,64.75,0.0,-0.0,0.0,114.7,1.03,221.0,100955.0
20190118:0700,-49.17,64.65,0.0,-0.0,0.0,111.65,1.1,221.0,100965.0
20190118:0800,-49.35,64.5,0.0,-0.0,0.0,112.6,1.03,220.0,100995.0
20190118:0900,-49.33,64.55,0.0,-0.0,0.0,113.15,1.03,217.0,100985.0
20190118:1000,-49.15,64.4,0.0,-0.0,0.0,113.55,1.1,217.0,101132.0
20190118:1100,-48.98,64.4,0.0,-0.0,0.0,112.0,1.17,216.0,101123.0
20190118:1200,-49.05,64.65,0.0,-0.0,0.0,115.5,1.1,217.0,101152.0
20190118:1300,-48.88,63.85,0.0,-0.0,0.0,112.6,1.1,216.0,101142.0
20190118:1400,-48.87,63.75,0.0,-0.0,0.0,112.0,1.1,213.0,101113.0
20190118:1500,-48.97,64.6,0.0,-0.0,0.0,113.95,1.03,210.0,101103.0
20190118:1600,-48.81,65.05,0.0,-0.0,0.0,112.6,1.1,207.0,101123.0
20190118:1700,-48.73,64.75,0.0,-0.0,0.0,111.05,1.17,206.0,101093.0
20190118:1800,-48.67,64.9,0.0,-0.0,0.0,110.45,1.17,208.0,101083.0
20190118:1900,-48.91,64.85,0.0,-0.0,0.0,114.35,1.24,214.0,101073.0
20190118:2000,-49.1,64.75,0.0,-0.0,0.0,120.3,1.17,216.0,101054.0
20190118:2100,-48.99,64.8,0.0,-0.0,0.0,116.65,1.1,213.0,101083.0
20190118:2200,-49.21,64.75,0.0,-0.0,0.0,113.95,1.1,212.0,101260.0
20190118:2300,-49.22,64.3,0.0,-0.0,0.0,114.7,0.97,212.0,101241.0
20190119:0000,-49.07,64.4,0.0,-0.0,0.0,117.6,0.97,217.0,101182.0
20190119:0100,-49.03,64.4,0.0,-0.0,0.0,115.9,0.97,219.0,101182.0
20190119:0200,-48.99,64.6,1.4,0.0,1.4,113.55,0.97,217.0,101093.0
20190119:0300,-48.57,64.75,10.45,0.0,10.45,116.05,0.9,219.0,101083.0
20190119:0400,-48.24,65.1,12.35,0.0,12.35,112.2,0.9,222.0,101044.0
20190119:0500,-48.2,64.85,6.3,0.0,6.3,113.35,0.97,218.0,101044.0
20190119:0600,-48.3,64.8,0.0,-0.0,0.0,114.5,0.97,213.0,101014.0
20190119:0700,-48.19,65.25,0.0,-0.0,0.0,112.4,1.03,197.0,100995.0
20190119:0800,-49.69,64.4,0.0,-0.0,0.0,121.25,0.9,216.0,100975.0
20190119:0900,-49.86,63.95,0.0,-0.0,0.0,116.05,0.83,229.0,100946.0
20190119:1000,-49.95,63.9,0.0,-0.0,0.0,115.1,0.83,228.0,101005.0
20190119:1100,-49.99,64.45,0.0,-0.0,0.0,115.85,0.76,224.0,100995.0
20190119:1200,-50.44,63.65,0.0,-0.0,0.0,121.45,0.62,223.0,100965.0
20190119:1300,-50.56,64.2,0.0,-0.0,0.0,121.25,0.55,222.0,100916.0
20190119:1400,-50.44,64.25,0.0,-0.0,0.0,117.2,0.62,225.0,100857.0
20190119:1500,-50.28,64.1,0.0,-0.0,0.0,116.25,0.62,228.0,100788.0
20190119:1600,-50.29,64.25,0.0,-0.0,0.0,119.9,0.62,226.0,100759.0
20190119:1700,-50.22,63.75,0.0,-0.0,0.0,120.9,0.69,224.0,100690.0
20190119:1800,-49.79,64.2,0.0,-0.0,0.0,115.85,0.76,226.0,100680.0
20190119:1900,-49.12,64.55,0.0,-0.0,0.0,115.85,0.97,218.0,100621.0
20190119:2000,-49.2,64.85,0.0,-0.0,0.0,117.4,0.83,218.0,100582.0
20190119:2100,-49.06,64.15,0.0,-0.0,0.0,118.55,0.76,220.0,100552.0
20190119:2200,-48.86,64.6,0.0,-0.0,0.0,120.1,0.83,222.0,100592.0
20190119:2300,-48.62,63.4,0.0,-0.0,0.0,120.9,0.83,223.0,100523.0
20190120:0000,-48.33,63.35,0.0,-0.0,0.0,121.45,0.83,220.0,100533.0
20190120:0100,-48.03,63.35,0.0,-0.0,0.0,123.45,0.83,219.0,100474.0
20190120:0200,-47.62,63.3,1.8,0.0,1.8,124.15,0.83,219.0,100395.0
20190120:0300,-46.85,62.75,12.0,0.0,12.0,128.8,0.76,224.0,100356.0
20190120:0400,-45.77,62.9,16.4,0.0,16.4,136.5,0.69,221.0,100297.0
20190120:0500,-45.1,62.95,9.5,0.0,9.5,139.2,0.69,216.0,100257.0
20190120:0600,-44.6,63.0,0.0,-0.0,0.0,143.45,0.69,218.0,100238.0
20190120:0700,-44.6,62.5,0.0,-0.0,0.0,145.95,0.76,220.0,100188.0
20190120:0800,-44.45,61.75,0.0,-0.0,0.0,143.45,0.69,226.0,100188.0
20190120:0900,-43.94,61.45,0.0,-0.0,0.0,153.85,0.55,222.0,100149.0
20190120:1000,-43.4,61.4,0.0,-0.0,0.0,154.25,0.62,218.0,100159.0
20190120:1100,-43.13,62.65,0.0,-0.0,0.0,150.2,0.55,210.0,100169.0
20190120:1200,-42.69,63.65,0.0,-0.0,0.0,151.15,0.62,210.0,100110.0
20190120:1300,-42.43,63.7,0.0,-0.0,0.0,144.4,0.62,218.0,100080.0
20190120:1400,-42.24,64.0,0.0,-0.0,0.0,141.3,0.55,217.0,100051.0
20190120:1500,-42.4,64.5,0.0,-0.0,0.0,133.2,0.62,210.0,100002.0
20190120:1600,-42.51,63.3,0.0,-0.0,0.0,129.55,0.62,210.0,99982.0
20190120:1700,-42.71,63.6,0.0,-0.0,0.0,128.6,0.69,218.0,99952.0
20190120:1800,-42.85,63.5,0.0,-0.0,0.0,128.4,0.69,219.0,99962.0
20190120:1900,-44.15,67.15,0.0,-0.0,0.0,127.25,0.76,216.0,99952.0
20190120:2000,-44.66,67.15,0.0,-0.0,0.0,128.8,0.76,214.0,99962.0
20190120:2100,-44.94,66.8,0.0,-0.0,0.0,127.8,0.76,219.0,99962.0
20190120:2200,-45.1,66.9,0.0,-0.0,0.0,128.0,0.76,223.0,100090.0
20190120:2300,-45.2,66.7,0.0,-0.0,0.0,127.45,0.83,224.0,100061.0
20190121:0000,-45.26,66.7,0.0,-0.0,0.0,127.25,0.83,225.0,100061.0
20190121:0100,-45.34,66.6,0.0,-0.0,0.0,126.5,0.83,222.0,100100.0
20190121:0200,-45.26,66.9,2.5,0.0,2.5,125.7,0.83,220.0,100061.0
20190121:0300,-44.71,66.7,21.75,231.72,11.75,125.3,0.76,223.0,100061.0
20190121:0400,-44.17,66.55,14.2,0.0,14.2,124.95,0.83,227.0,100080.0
20190121:0500,-43.98,66.4,8.6,0.0,8.6,124.55,0.97,229.0,100100.0
20190121:0600,-44.22,67.1,0.0,-0.0,0.0,124.35,1.03,228.0,100149.0
20190121:0700,-44.54,67.2,0.0,-0.0,0.0,123.75,1.17,230.0,100149.0
20190121:0800,-45.03,66.75,0.0,-0.0,0.0,123.95,1.1,224.0,100179.0
20190121:0900,-45.34,66.7,0.0,-0.0,0.0,123.0,1.03,218.0,100228.0
20190121:1000,-45.52,66.7,0.0,-0.0,0.0,122.6,1.1,220.0,100365.0
20190121:1100,-45.64,66.95,0.0,-0.0,0.0,122.25,1.17,228.0,100454.0
20190121:1200,-45.77,66.75,0.0,-0.0,0.0,122.4,1.17,221.0,100405.0
20190121:1300,-45.85,66.95,0.0,-0.0,0.0,121.85,1.17,214.0,100444.0
20190121:1400,-45.87,66.85,0.0,-0.0,0.0,121.25,1.24,224.0,100474.0
20190121:1500,-45.93,66.8,0.0,-0.0,0.0,120.5,1.31,225.0,100493.0
20190121:1600,-45.97,67.0,0.0,-0.0,0.0,120.5,1.24,213.0,100562.0
20190121:1700,-45.88,67.2,0.0,-0.0,0.0,121.25,1.24,203.0,100641.0
20190121:1800,-45.77,66.8,0.0,-0.0,0.0,122.05,1.31,209.0,100719.0
20190121:1900,-46.27,66.6,0.0,-0.0,0.0,118.55,1.38,214.0,100778.0
20190121:2000,-46.36,66.55,0.0,-0.0,0.0,118.75,1.38,213.0,100857.0
20190121:2100,-46.31,66.85,0.0,-0.0,0.0,119.15,1.38,207.0,100926.0
20190121:2200,-46.25,66.65,0.0,-0.0,0.0,120.3,1.31,206.0,101182.0
20190121:2300,-46.28,66.85,0.0,-0.0,0.0,119.75,1.31,210.0,101201.0
20190122:0000,-46.33,66.9,0.0,-0.0,0.0,120.1,1.24,212.0,101290.0
20190122:0100,-46.28,66.75,0.0,-0.0,0.0,120.95,1.24,215.0,101309.0
20190122:0200,-46.03,66.85,3.45,0.0,3.45,122.05,1.17,215.0,101359.0
20190122:0300,-45.27,67.0,24.15,224.2,13.6,123.95,1.1,215.0,101398.0
20190122:0400,-44.35,67.05,29.15,275.9,17.55,126.85,1.1,214.0,101447.0
20190122:0500,-43.61,66.85,12.1,0.0,12.1,133.2,1.03,216.0,101477.0
20190122:0600,-43.37,66.75,0.0,-0.0,0.0,133.4,1.1,212.0,101555.0
20190122:0700,-43.99,65.4,0.0,-0.0,0.0,131.1,1.31,208.0,101565.0
20190122:0800,-44.08,65.45,0.0,-0.0,0.0,132.05,1.31,214.0,101624.0
20190122:0900,-43.94,65.95,0.0,-0.0,0.0,133.6,1.38,218.0,101654.0
20190122:1000,-43.67,65.95,0.0,-0.0,0.0,135.55,1.24,217.0,101811.0
20190122:1100,-43.49,66.7,0.0,-0.0,0.0,133.8,1.24,210.0,101880.0
20190122:1200,-43.36,66.95,0.0,-0.0,0.0,134.4,1.24,208.0,101860.0
20190122:1300,-43.29,67.15,0.0,-0.0,0.0,133.05,1.24,211.0,101831.0
20190122:1400,-43.21,67.5,0.0,-0.0,0.0,132.25,1.24,212.0,101811.0
20190122:1500,-43.12,67.65,0.0,-0.0,0.0,134.0,1.1,212.0,101840.0
20190122:1600,-43.04,67.45,0.0,-0.0,0.0,134.95,1.03,214.0,101840.0
20190122:1700,-42.95,67.85,0.0,-0.0,0.0,136.1,0.97,217.0,101821.0
20190122:1800,-42.79,67.75,0.0,-0.0,0.0,137.85,0.9,218.0,101831.0
20190122:1900,-43.31,67.05,0.0,-0.0,0.0,136.9,1.17,215.0,101791.0
20190122:2000,-43.74,67.0,0.0,-0.0,0.0,137.25,1.1,216.0,101801.0
20190122:2100,-43.62,67.1,0.0,-0.0,0.0,139.6,1.03,215.0,101791.0
20190122:2200,-43.21,66.55,0.0,-0.0,0.0,144.6,0.97,217.0,101890.0
20190122:2300,-43.0,66.9,0.0,-0.0,0.0,141.5,1.03,213.0,101899.0
20190123:0000,-42.72,66.2,0.0,-0.0,0.0,143.05,0.97,216.0,101890.0
20190123:0100,-42.48,66.2,0.0,-0.0,0.0,143.3,0.97,218.0,101860.0
20190123:0200,-41.96,65.85,4.15,0.0,4.15,146.15,0.83,223.0,101850.0
20190123:0300,-41.07,64.95,23.8,172.33,15.0,150.0,0.62,229.0,101831.0
20190123:0400,-40.21,65.05,26.35,205.82,16.85,152.1,0.62,232.0,101821.0
20190123:0500,-39.69,65.35,12.1,0.0,12.1,154.45,0.62,234.0,101791.0
20190123:0600,-39.34,65.75,0.0,-0.0,0.0,159.85,0.62,237.0,101781.0
20190123:0700,-40.1,68.85,0.0,-0.0,0.0,152.7,0.83,229.0,101752.0
20190123:0800,-40.25,68.9,0.0,-0.0,0.0,161.4,0.69,237.0,101732.0
20190123:0900,-40.12,68.95,0.0,-0.0,0.0,162.9,0.55,238.0,101703.0
20190123:1000,-40.21,68.95,0.0,-0.0,0.0,168.7,0.41,247.0,101811.0
20190123:1100,-39.99,69.2,0.0,-0.0,0.0,161.4,0.55,243.0,101811.0
20190123:1200,-39.6,69.3,0.0,-0.0,0.0,162.75,0.55,242.0,101742.0
20190123:1300,-39.4,69.5,0.0,-0.0,0.0,158.5,0.69,238.0,101693.0
20190123:1400,-38.82,69.6,0.0,-0.0,0.0,172.35,0.55,238.0,101663.0
20190123:1500,-38.65,69.8,0.0,-0.0,0.0,160.05,0.69,232.0,101614.0
20190123:1600,-38.36,70.0,0.0,-0.0,0.0,164.25,0.62,230.0,101614.0
20190123:1700,-38.25,70.1,0.0,-0.0,0.0,158.85,0.69,227.0,101545.0
20190123:1800,-38.52,69.9,0.0,-0.0,0.0,162.75,0.69,228.0,101536.0
20190123:1900,-38.1,70.1,0.0,-0.0,0.0,165.25,0.9,219.0,101506.0
20190123:2000,-37.95,70.25,0.0,-0.0,0.0,177.0,0.9,229.0,101457.0
20190123:2100,-37.29,70.6,0.0,-0.0,0.0,183.15,0.83,229.0,101437.0
20190123:2200,-36.88,70.8,0.0,-0.0,0.0,180.25,0.83,222.0,101516.0
20190123:2300,-36.8,70.95,0.0,-0.0,0.0,175.85,0.76,222.0,101467.0
20190124:0000,-36.84,70.8,0.0,-0.0,0.0,166.2,0.9,220.0,101467.0
20190124:0100,-36.93,70.75,0.0,-0.0,0.0,155.85,0.97,218.0,101398.0
20190124:0200,-36.87,70.75,4.25,0.0,4.25,156.55,1.03,216.0,101368.0
20190124:0300,-36.7,70.9,25.6,144.99,17.6,148.65,1.03,218.0,101398.0
20190124:0400,-36.4,71.2,32.4,303.76,17.1,149.4,0.97,218.0,101349.0
20190124:0500,-36.48,71.15,11.25,0.0,11.25,145.55,0.9,222.0,101349.0
20190124:0600,-36.91,70.95,0.0,-0.0,0.0,146.55,0.9,226.0,101339.0
20190124:0700,-36.85,71.2,0.0,-0.0,0.0,139.6,0.9,221.0,101300.0
20190124:0800,-37.32,70.95,0.0,-0.0,0.0,142.5,0.83,219.0,101290.0
20190124:0900,-37.38,70.75,0.0,-0.0,0.0,135.35,0.69,224.0,101280.0
20190124:1000,-37.84,70.4,0.0,-0.0,0.0,141.7,0.69,228.0,101280.0
20190124:1100,-38.36,69.9,0.0,-0.0,0.0,137.65,0.69,231.0,101270.0
20190124:1200,-39.42,69.65,0.0,-0.0,0.0,144.0,0.69,234.0,101280.0
20190124:1300,-39.92,69.35,0.0,-0.0,0.0,151.35,0.69,232.0,101250.0
20190124:1400,-39.74,69.4,0.0,-0.0,0.0,160.05,0.69,226.0,101191.0
20190124:1500,-38.98,69.7,0.0,-0.0,0.0,168.9,0.69,215.0,101191.0
20190124:1600,-38.62,69.75,0.0,-0.0,0.0,165.6,0.76,224.0,101191.0
20190124:1700,-38.22,70.0,0.0,-0.0,0.0,167.15,0.76,221.0,101172.0
20190124:1800,-37.57,69.3,0.0,-0.0,0.0,175.05,0.69,217.0,101172.0
20190124:1900,-37.29,69.65,0.0,-0.0,0.0,166.4,0.83,233.0,101162.0
20190124:2000,-37.77,70.25,0.0,-0.0,0.0,155.8,0.9,231.0,101113.0
20190124:2100,-37.59,69.35,0.0,-0.0,0.0,165.45,0.83,226.0,101123.0
20190124:2200,-37.37,69.55,0.0,-0.0,0.0,176.4,0.69,224.0,101172.0
20190124:2300,-37.6,70.45,0.0,-0.0,0.0,163.9,0.83,223.0,101142.0
20190125:0000,-37.74,70.25,0.0,-0.0,0.0,157.5,0.83,223.0,101152.0
20190125:0100,-38.38,70.05,0.0,-0.0,0.0,154.3,0.83,219.0,101113.0
20190125:0200,-38.2,70.05,7.3,0.0,7.3,152.1,0.83,217.0,101064.0
20190125:0300,-37.96,70.2,28.6,153.22,19.5,146.35,0.76,220.0,101093.0
20190125:0400,-37.72,70.05,30.1,235.92,17.2,147.9,0.69,219.0,101083.0
20190125:0500,-37.77,69.5,14.85,0.0,14.85,140.95,0.76,217.0,101034.0
20190125:0600,-38.74,69.85,0.0,-0.0,0.0,139.6,0.83,217.0,101064.0
20190125:0700,-39.43,69.65,0.0,-0.0,0.0,132.05,0.97,210.0,101014.0
20190125:0800,-40.0,69.25,0.0,-0.0,0.0,143.05,1.03,210.0,101024.0
20190125:0900,-40.37,68.95,0.0,-0.0,0.0,140.15,1.03,209.0,101005.0
20190125:1000,-40.46,68.9,0.0,-0.0,0.0,144.4,1.03,207.0,101014.0
20190125:1100,-40.47,68.85,0.0,-0.0,0.0,145.95,0.97,204.0,100965.0
20190125:1200,-40.34,68.85,0.0,-0.0,0.0,150.4,0.9,203.0,100955.0
20190125:1300,-39.82,69.1,0.0,-0.0,0.0,162.55,0.76,208.0,100896.0
20190125:1400,-39.39,69.45,0.0,-0.0,0.0,161.55,0.76,212.0,100857.0
20190125:1500,-38.76,69.6,0.0,-0.0,0.0,169.65,0.62,210.0,100828.0
20190125:1600,-38.36,68.95,0.0,-0.0,0.0,169.65,0.55,207.0,100828.0
20190125:1700,-37.9,68.35,0.0,-0.0,0.0,173.55,0.48,204.0,100759.0
20190125:1800,-37.62,67.85,0.0,-0.0,0.0,167.55,0.62,215.0,100739.0
20190125:1900,-39.3,69.45,0.0,-0.0,0.0,161.75,0.83,221.0,100690.0
20190125:2000,-39.73,69.15,0.0,-0.0,0.0,158.7,0.83,226.0,100611.0
20190125:2100,-40.16,68.95,0.0,-0.0,0.0,149.4,0.83,217.0,100601.0
